    p     	    q     	        p/q         	         y          	eigenvalue
    17    	    37    	        17/37        	 0.4594594594594595 	[0.5622080668 0.6180493274 0.6222265385 0.63695081   0.6585242213 0.6677157974 0.6846844048 0.6944459438 0.7150939146 0.7208972593 0.7395877392 0.757399696  0.7805930232 0.7846318037 0.8025763653 0.8075019147 0.8957705728 1.1772616534 1.1831634476 1.2023734978 1.2165743513 1.2171497156 1.2355870621 1.2721071141 1.2958873497 1.2976911746 1.3155906013 1.34995732   1.3679360402 1.3748585009 1.3908572271 1.4042715966 1.4210259096 1.4304527747 1.4602490746 1.4695237624 1.4706244279]
    17    	    38    	        17/38        	 0.4473684210526316 	[0.5600537873 0.6219265377 0.6224262973 0.6303720199 0.647445967  0.6677513494 0.675538228  0.6909641569 0.6995402323 0.7164553291 0.739458079  0.7466100196 0.7604902622 0.7728595775 0.7920368725 0.7934315536 0.8794512923 1.1643973967 1.171238096  1.1811891486 1.191228966  1.2081387744 1.2315694708 1.2528777217 1.262726021  1.2850737523 1.3123243282 1.3338671229 1.3422942186 1.36288964   1.3756727417 1.3999952727 1.402799582  1.4177827939 1.4462904615 1.462266087  1.4626599193 1.4639069231]
    17    	    39    	        17/39        	 0.4358974358974359 	[0.5584370071 0.6226867593 0.6236239988 0.628861264  0.6379632849 0.657307286  0.6722750941 0.684277596  0.697847471  0.7084020468 0.7229344786 0.7368403015 0.7573048949 0.7615323173 0.7760483692 0.7801360411 0.8642723726 1.1485050802 1.1548403027 1.172781368  1.1848720032 1.1868976    1.2044162962 1.2388517102 1.2629668464 1.2656931007 1.2826304181 1.3182189797 1.3361799299 1.3479845955 1.3568757698 1.3833542188 1.3933161076 1.407210287  1.4315653652 1.451837299  1.45621889   1.4579799028 1.4600533458]
    17    	    40    	        17/40        	       0.425        	[0.5571300553 0.622439995  0.6235735236 0.6310324299 0.6320784383 0.6435761522 0.6694781003 0.6805814459 0.6849910883 0.7021806405 0.7199950156 0.7280191597 0.7409257112 0.7503176437 0.7665942123 0.7676463539 0.84960588   1.1371728527 1.1436044215 1.1529455792 1.1625249912 1.1783908146 1.2018533109 1.2200950724 1.2309140508 1.2532463066 1.280625848  1.3005585801 1.3117280737 1.3318752737 1.3519353941 1.3706056754 1.3749497877 1.3958853531 1.4179541134 1.4449896499 1.4462918808 1.4485474317 1.4545761631 1.4585635298]
    18    	    19    	        18/19        	 0.9473684210526315 	[0.5873784338 0.6811866692 0.694152527  0.7228940388 0.7370855461 0.8074838254 0.8510603682 0.9017413503 0.9273639714 1.016245119  1.0561185377 1.1191588129 1.1500999445 1.2422058339 1.2884308937 1.3922320722 1.4543446932 1.5947411969 1.6500761657]
    18    	    23    	        18/23        	 0.782608695652174  	[0.5978275356 0.663596195  0.6697614224 0.7006697671 0.7048177508 0.7564083106 0.7811609675 0.8285067437 0.8565228619 0.9172005346 0.9597753103 0.9885928453 1.0166770906 1.133423349  1.1597694275 1.183624383  1.1899300317 1.2974995425 1.4472825842 1.5469861538 1.5498570041 1.5523117206 1.5557984683]
    18    	    25    	        18/25        	        0.72        	[0.5962654812 0.6585730949 0.6629989168 0.6861315431 0.7009910223 0.7409170668 0.7653842132 0.7961879719 0.8168500489 0.8683142235 0.90787902   0.9659227197 0.9975765624 1.043317902  1.077898771  1.1062225386 1.1110489354 1.2357249486 1.4024565744 1.4855535516 1.4901401029 1.4958782161 1.5085422522 1.511481937  1.5177423857]
    18    	    29    	        18/29        	 0.6206896551724138 	[0.5929129286 0.6490766462 0.651221145  0.6684157862 0.6771654572 0.7002416662 0.729647995  0.7570421999 0.7856833681 0.8204054911 0.8509442828 0.8835900563 0.8920355384 0.9413236666 0.9636033891 0.9922845743 0.995274931  1.1103425984 1.334230816  1.3780204987 1.3821819647 1.3881130406 1.4281704994 1.4299580569 1.4439181452 1.4571685709 1.471941239  1.4745565229 1.4845289253]
    18    	    31    	        18/31        	 0.5806451612903226 	[0.5888739049 0.6410450267 0.6430004207 0.6516280153 0.6785434729 0.6849014213 0.7281611161 0.7490955218 0.7576924106 0.7959862239 0.8212725466 0.8532324975 0.8575970777 0.901590946  0.9183269969 0.9465167155 0.9484492853 1.0563882114 1.306257326  1.3323967037 1.3367084351 1.3452841194 1.3720797797 1.3903095716 1.3983479803 1.4079706539 1.448641505  1.4545126034 1.4621388354 1.4681428285 1.4809078469]
    18    	    35    	        18/35        	 0.5142857142857142 	[0.5776322576 0.6058033692 0.6301507442 0.6563304782 0.677249596  0.6856826713 0.6927278101 0.7197298597 0.7314506646 0.7421637108 0.7689701603 0.7996549046 0.809798448  0.8282872575 0.8459012444 0.8725895357 0.8742335033 0.9664043357 1.2453797044 1.2555014099 1.2564320546 1.2651430404 1.2942165099 1.3200540233 1.3261834598 1.3358158348 1.3648539854 1.3880870973 1.4028193168 1.4087485461 1.4190317363 1.4262310329 1.4615911037 1.4670124072 1.4881381856]
    18    	    37    	        18/37        	 0.4864864864864865 	[0.5695595654 0.6056022447 0.6247975546 0.6543946942 0.6703433788 0.6780666722 0.6791794112 0.6998193897 0.7173612654 0.7384166387 0.748935241  0.7638075389 0.7852247442 0.8115522918 0.8169544926 0.8351463595 0.8406738262 0.9310946638 1.2105338929 1.2142829981 1.2309089117 1.2478764869 1.2518098612 1.2637846153 1.2974076141 1.3250161156 1.3261551911 1.3393470154 1.3726513286 1.3876434908 1.3945499418 1.4101178682 1.4176526058 1.4334670155 1.4539801284 1.4666687883 1.4872161573]
    19    	    20    	        19/20        	        0.95        	[0.5868553852 0.6776074796 0.698288563  0.7173659569 0.723595444  0.7833982302 0.852598981  0.8820546442 0.9038734222 0.9672890962 1.0581318671 1.0669980096 1.1298636151 1.174656578  1.2595762134 1.3051523432 1.4074291768 1.4669040982 1.6031593042 1.6552015918]
    19    	    21    	        19/21        	 0.9047619047619048 	[0.593406737  0.6674956739 0.6690900139 0.7183113888 0.7492656412 0.7786153665 0.7941405715 0.8590459443 0.9257683282 0.9492778031 0.989282391  1.0514216741 1.0940598181 1.1512457982 1.2109274234 1.2852156871 1.2951682544 1.4623474638 1.4739969028 1.5788554429 1.6690616758]
    19    	    22    	        19/22        	 0.8636363636363636 	[0.5958785438 0.6657293372 0.6775298327 0.7050971271 0.7094983086 0.7669175647 0.8242569812 0.8486450222 0.8627355109 0.9264701073 0.990913469  1.011063504  1.0749974546 1.1420033052 1.1648512755 1.1776918123 1.3457838604 1.3515117721 1.3928089468 1.5253214408 1.6260491908 1.6262456327]
    19    	    23    	        19/23        	 0.8260869565217391 	[0.5978576119 0.6642575832 0.6662335298 0.7001630173 0.7247357386 0.7552329618 0.768979313  0.8279714111 0.8824446808 0.9064552449 0.9453963435 1.0197360267 1.0528806496 1.0780932261 1.0959710321 1.2413972536 1.2663958921 1.2667451982 1.3419703517 1.4854523858 1.5897853912 1.5897904742 1.5900546828]
    19    	    24    	        19/24        	 0.7916666666666666 	[0.5977463065 0.6622387696 0.6722569253 0.6950248722 0.6993264529 0.7430114503 0.7875201554 0.8091362973 0.8316874322 0.900393027  0.9592887664 0.9785885317 0.9873892018 1.0424937486 1.1572615533 1.1794052987 1.197883868  1.2063360014 1.3064310195 1.4546692733 1.5556405485 1.5576672788 1.5599933045 1.5626099166]
    19    	    25    	        19/25        	        0.76        	[0.5976494637 0.6591807006 0.6633766465 0.6891257154 0.7119602255 0.7375667064 0.7472609373 0.8082880982 0.8461309293 0.8786728062 0.8883367263 0.941829613  0.9922031122 1.0784412165 1.0946226201 1.1239716016 1.1614049758 1.1627485129 1.2746706957 1.4300634826 1.5279221933 1.5279853241 1.5287830847 1.5364037584 1.5414008535]
    19    	    26    	        19/26        	 0.7307692307692307 	[0.5964331324 0.6577814307 0.6661683608 0.6840008332 0.6903238731 0.733122725  0.7687332288 0.7921639161 0.7990663538 0.8509977431 0.89946833   0.9203702058 0.9873896096 1.0250796941 1.0762901178 1.0916596556 1.1168980314 1.1262397524 1.2466698142 1.4096534781 1.4955270351 1.4998692137 1.506183669  1.5144188784 1.5181269799 1.5233639379]
    19    	    27    	        19/27        	 0.7037037037037037 	[0.596079181  0.6550342259 0.6565990693 0.6856480459 0.7005584168 0.7231916503 0.7333305018 0.7777474118 0.811508689  0.8339383993 0.8665788626 0.9238896044 0.9838547936 0.9924235382 1.0188659459 1.050780035  1.0956029252 1.098898364  1.2184606604 1.3917685827 1.4710384591 1.4735649874 1.4760440265 1.4903147915 1.5036636281 1.5040263365 1.5085888678]
    19    	    28    	        19/28        	 0.6785714285714286 	[0.5951193066 0.6540668489 0.660320085  0.6801535964 0.6811918426 0.7152795476 0.7475524693 0.7647023806 0.7714833253 0.8318636778 0.8734064601 0.9163027195 0.9305639115 0.9635818919 1.0120712247 1.0271910631 1.0540406228 1.0666245011 1.1913521566 1.3747961956 1.4413070006 1.4477222972 1.4575629718 1.4707180909 1.4774783391 1.4867805522 1.4931670515 1.5015998696]
    19    	    29    	        19/29        	 0.6551724137931034 	[0.5946109658 0.6515812543 0.6537412581 0.6754412408 0.6880810399 0.7083277351 0.7177635862 0.7497654573 0.7951468133 0.8160324312 0.8515875491 0.8857801123 0.9330047184 0.9447280345 0.9703418363 0.9987104028 1.0359378003 1.039120598  1.1587724633 1.3576508724 1.4212063184 1.4232608206 1.4269325444 1.4467247682 1.4675272473 1.468855425  1.4737615605 1.4848345706 1.4947705758]
    19    	    30    	        19/30        	 0.6333333333333333 	[0.5936529784 0.6488432115 0.6540234651 0.671806922  0.6720719584 0.7000140204 0.7211325498 0.749987243  0.769338465  0.8143409547 0.8482314231 0.8729300051 0.8887733747 0.9213622687 0.9651137925 0.9778854814 1.006679871  1.0135164361 1.1279029259 1.3427160444 1.3878956807 1.3929329479 1.4160717851 1.4302823493 1.4379671968 1.4507003664 1.4624876892 1.4757290065 1.4782099896 1.4873995973]
    19    	    31    	        19/31        	 0.6129032258064516 	[0.5923789738 0.6467612444 0.6479030458 0.6639202305 0.6759947717 0.686892172  0.716839745  0.7394526124 0.7855946315 0.8001762873 0.8134788889 0.8511078791 0.8927450906 0.9050066771 0.9330981407 0.9541199855 0.9864535218 0.9910228592 1.0995029281 1.3291732981 1.3689573378 1.3737774496 1.3785843618 1.396185189  1.4313427606 1.4371583162 1.4408989694 1.4585142644 1.4729554937 1.4736173917 1.4823854822]
    19    	    32    	        19/32        	      0.59375       	[0.5904668709 0.6434171267 0.6472166312 0.6583159455 0.6598892484 0.694007707  0.7102242619 0.7505540045 0.7535927684 0.7864930404 0.8192401831 0.8409334746 0.8597665734 0.8849374921 0.9264593066 0.9364571374 0.9585575506 0.966420602  1.0743850745 1.3163285183 1.3425773273 1.3509213919 1.3646045552 1.3827802383 1.3925288163 1.4020666859 1.4356865299 1.4511333042 1.4548180099 1.4656722837 1.4700796722 1.4814676679]
    19    	    33    	        19/33        	 0.5757575757575758 	[0.5882163325 0.6385268622 0.6403871946 0.6484452186 0.6739098794 0.6782230179 0.7157456526 0.7318264754 0.7597232858 0.7806044656 0.793928497  0.8216995343 0.8612289565 0.8729937653 0.8924494568 0.9145479475 0.944090948  0.9465834925 1.0495072587 1.3025169732 1.3261369874 1.3307953474 1.3376264124 1.3581287348 1.3831248826 1.3922166025 1.3991668786 1.4157600139 1.4506407411 1.4579365999 1.4620889734 1.4683476719 1.4808749395]
    19    	    34    	        19/34        	 0.5588235294117647 	[0.5855284657 0.6327003484 0.6337728169 0.651323852  0.6567681725 0.6974953724 0.7072967573 0.730845256  0.7406541596 0.7635056554 0.797998119  0.815340336  0.8277214351 0.8540289789 0.8904470763 0.8985422244 0.918676761  0.9256456256 1.0271508115 1.2883844303 1.3022317328 1.3101908294 1.3247718579 1.344121912  1.3551635501 1.368342266  1.3894483332 1.4101962348 1.416549666  1.4251928458 1.4572452046 1.4677957012 1.4683303562 1.4805928559]
    19    	    35    	        19/35        	 0.5428571428571428 	[0.5827974926 0.6236834852 0.6325215091 0.6387868564 0.6757009823 0.6898522811 0.7066781013 0.7126616675 0.7451178252 0.7575887164 0.7714722775 0.7952411892 0.8337032096 0.8450017435 0.8604598732 0.8787473034 0.9055468612 0.9077972501 1.0051706173 1.2738532414 1.2862238096 1.2920707581 1.3001018449 1.3214346565 1.3451234719 1.3570576678 1.3652012225 1.3870145764 1.4038060907 1.4214840717 1.4280901463 1.4368699698 1.4682152911 1.4730227359 1.4819012034]
    19    	    36    	        19/36        	 0.5277777777777778 	[0.58015708   0.6174622234 0.6196304701 0.6601127526 0.6624830236 0.6900418406 0.7018198001 0.7142789676 0.7214744812 0.7468016689 0.7759414218 0.7887585351 0.8032904183 0.8253384275 0.8600120862 0.8666285391 0.8828197574 0.8891885288 0.9849565563 1.2588595831 1.2651301656 1.2734797486 1.2887571447 1.3063373897 1.3181935277 1.3340878462 1.3567876827 1.3785519029 1.3872598195 1.3986462411 1.4130755562 1.428006238  1.4399279081 1.4557619612 1.4777332129 1.4842074932]
    19    	    37    	        19/37        	 0.5135135135135135 	[0.5774568956 0.6051330733 0.6275409874 0.6515782274 0.6744842897 0.6809158317 0.693948338  0.7045307923 0.7201952179 0.7404786046 0.7659106243 0.7671930957 0.8021353713 0.8149112286 0.83969875   0.8444090712 0.8720261252 0.8745568694 0.9655106014 1.243220657  1.2471595457 1.2603022918 1.2725712994 1.2813415006 1.2994419112 1.3270536698 1.342692443  1.3514714168 1.3671855331 1.3923621089 1.4126267793 1.4135879428 1.4180821116 1.4298213651 1.4633375646 1.4687153331 1.4884125312]
    19    	    39    	        19/39        	0.48717948717948717 	[0.5698189397 0.6041718498 0.6257442887 0.6448296881 0.6688293347 0.6731697234 0.6845272183 0.6962787122 0.7047204485 0.7212745958 0.7481997878 0.7562781981 0.7776501898 0.7858219382 0.8143541491 0.8203048821 0.8398730157 0.8413916626 0.9318468821 1.2133678277 1.2173348259 1.223963424  1.2364090984 1.2580528934 1.2700439348 1.2826156213 1.3064338845 1.3295993178 1.3376811494 1.3562399919 1.3819252921 1.3908488743 1.3950883679 1.4155251133 1.4195552246 1.4420112084 1.4505688376 1.4701083235 1.4875412844]
    19    	    40    	        19/40        	       0.475        	[0.5659800845 0.6121867871 0.6171883409 0.6460895918 0.6534043992 0.6727519635 0.6836305126 0.6911693194 0.6968943291 0.7171113954 0.7396344161 0.7490914015 0.7611723385 0.7784659311 0.8040025444 0.8083798173 0.8225720637 0.8268516941 0.9162468006 1.1977803131 1.2020104182 1.2103553096 1.2248837267 1.2396280357 1.2513251608 1.2686965896 1.2921016748 1.313375196  1.3228663803 1.3402494628 1.3619555891 1.3814838721 1.3867327683 1.4014763315 1.4080608462 1.4299757809 1.4377998461 1.4495380016 1.4770894579 1.479791508 ]
    20    	    21    	        20/21        	 0.9523809523809523 	[0.5867997799 0.6778563347 0.6883055684 0.711194481  0.7226858711 0.7824257538 0.8192836592 0.8637572052 0.8860881734 0.9653760289 1.0046286279 1.0576580152 1.0796298832 1.1615687207 1.1937058396 1.2725202339 1.3213792333 1.4217670926 1.4785839157 1.6108663257 1.6599192566]
    20    	    23    	        20/23        	 0.8695652173913043 	[0.5957956395 0.6655278038 0.6716228598 0.7008019485 0.708066265  0.765881292  0.7954376208 0.8333246831 0.8543037313 0.920989535  0.9619512773 1.0004245499 1.0156220109 1.1104743405 1.1650826618 1.1762875538 1.1880233483 1.3629434753 1.3669549578 1.4019042865 1.5323251227 1.6320595914 1.632195445 ]
    20    	    27    	        20/27        	 0.7407407407407407 	[0.5968066739 0.6587792931 0.6622889036 0.6825504869 0.6908146323 0.7249098018 0.7571660197 0.7793460164 0.7991285962 0.8514331186 0.8794513152 0.8997394266 0.940433999  1.0208863977 1.0587061098 1.0890674925 1.096466276  1.1354597072 1.1427993304 1.2561134786 1.4164310726 1.5049164982 1.5097289228 1.5155421391 1.5202169806 1.5229764229 1.5298408882]
    20    	    29    	        20/29        	 0.6896551724137931 	[0.5955654566 0.6496154459 0.6645698626 0.6769635951 0.6819469848 0.7156140755 0.732705203  0.7585016668 0.7751923576 0.8137285587 0.8504693877 0.8950722721 0.9246866282 0.966032151  0.9933745404 1.0231527563 1.0355560175 1.0667197071 1.0916394075 1.2037571811 1.3824466143 1.4505912943 1.4624388628 1.4662760759 1.4751299421 1.4840396936 1.4951578695 1.498332781  1.5047236109]
    20    	    31    	        20/31        	 0.6451612903225806 	[0.5942313701 0.6469160733 0.6577904143 0.6692210107 0.6743503796 0.7024582512 0.7145994761 0.7323053952 0.7706473816 0.7954032386 0.8420088014 0.8670132789 0.8758534673 0.9242381624 0.9477141988 0.9783280823 0.9872231294 1.0183815687 1.035808065  1.1444129599 1.3506657436 1.3976914593 1.420196907  1.4216754152 1.4317218168 1.4454824716 1.4619179257 1.4676852805 1.4766141956 1.4821083341 1.4913357457]
    20    	    33    	        20/33        	 0.6060606060606061 	[0.5917470277 0.6455684555 0.6470346951 0.6597329548 0.6658846004 0.6811802392 0.7097089095 0.7300993527 0.7598384147 0.783873488  0.8100283223 0.8385135533 0.8436471364 0.8885491007 0.9115940986 0.940365489  0.9455390367 0.9785936727 0.9836845839 1.0906716816 1.3246814434 1.3551970937 1.3660767483 1.3805391928 1.386594169  1.3945622604 1.4339804724 1.4374886283 1.448218432  1.4588918063 1.4713907171 1.4725021379 1.4820220854]
    20    	    37    	        20/37        	 0.5405405405405406 	[0.5823858046 0.6222766183 0.6302408291 0.6357029429 0.6709527348 0.685093081  0.7002942976 0.7133417778 0.72518556   0.7446225623 0.7663815509 0.7935516398 0.7963870469 0.8290291769 0.848712279  0.8748909152 0.875434978  0.9016413986 0.9059684453 1.0022405748 1.2717230311 1.2771420879 1.2915678868 1.3068512284 1.3108128639 1.3236453039 1.3521132354 1.371043505  1.3760207964 1.387027213  1.4081704026 1.4244534335 1.4333623666 1.4380340287 1.4695011703 1.4739337319 1.4822635006]
    20    	    39    	        20/39        	 0.5128205128205128 	[0.5772975037 0.6045517602 0.6252950796 0.6474647004 0.6726270817 0.6794416683 0.6830792324 0.7060158743 0.7131772795 0.7269575625 0.7456811334 0.7736847843 0.7845131846 0.7976061606 0.8184348651 0.8457675653 0.8503313087 0.8695600398 0.8742840513 0.9647292043 1.2425101211 1.2442123178 1.2580567272 1.2746402002 1.2787288717 1.2881474486 1.3154970244 1.3395087427 1.3498015858 1.3571413783 1.3782847611 1.3961367491 1.4123808522 1.4207335263 1.4213294399 1.4327021148 1.4647680973 1.4702325927 1.4886874089]
